"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Attendance","HS","AS","HST","AST","HHW","AHW","HC","AC","HF","AF","HO","AO","HY","AY","HR","AR"
"D1","01/08/03","Bayern Munich","Ein Frankfurt",3,1,"H",3,0,"H",0,17,6,0,0,0,0,4,3,19,17,0,0,1,2,0,0
"D1","02/08/03","Hamburg","Hannover",0,3,"A",0,1,"A",0,10,16,0,0,0,0,7,4,14,19,0,0,3,1,0,0
"D1","02/08/03","Hertha","Werder Bremen",0,3,"A",0,2,"A",0,23,19,0,0,0,0,6,6,12,23,0,0,1,1,0,0
"D1","02/08/03","Kaiserslautern","Munich 1860",0,1,"A",0,1,"A",0,13,15,0,0,0,0,8,8,17,21,0,0,2,3,1,0
"D1","02/08/03","Leverkusen","Freiburg",4,1,"H",3,1,"H",0,21,10,0,0,0,0,7,6,18,12,0,0,0,3,0,0
"D1","02/08/03","Schalke 04","Dortmund",2,2,"D",1,0,"H",0,20,7,0,0,0,0,7,3,25,25,0,0,2,3,1,0
"D1","02/08/03","Wolfsburg","Bochum",3,2,"H",2,2,"D",0,15,16,0,0,0,0,4,4,18,20,0,0,3,4,0,0
"D1","03/08/03","Hansa Rostock","Stuttgart",0,2,"A",0,0,"D",0,10,15,0,0,0,0,7,4,21,27,0,0,1,4,0,0
"D1","03/08/03","M'gladbach","FC Koln",1,0,"H",0,0,"D",0,16,11,0,0,0,0,6,1,19,23,0,0,1,2,0,1
"D1","09/08/03","Bochum","Hamburg",1,1,"D",1,1,"D",0,12,13,0,0,0,0,5,3,11,28,0,0,0,3,0,0
"D1","09/08/03","Dortmund","Wolfsburg",4,0,"H",1,0,"H",0,17,9,0,0,0,0,5,3,15,18,0,0,0,3,0,0
"D1","09/08/03","FC Koln","Kaiserslautern",1,2,"A",1,1,"D",0,21,18,0,0,0,0,3,12,17,20,0,0,3,5,0,0
"D1","09/08/03","Freiburg","Hansa Rostock",2,2,"D",0,2,"A",0,22,9,0,0,0,0,7,1,12,23,0,0,1,2,0,0
"D1","09/08/03","Hannover","Bayern Munich",3,3,"D",3,1,"H",0,9,12,0,0,0,0,8,9,25,17,0,0,2,1,1,0
"D1","09/08/03","Munich 1860","Schalke 04",1,1,"D",1,0,"H",0,10,13,0,0,0,0,4,2,21,20,0,0,2,0,0,0
"D1","09/08/03","Werder Bremen","M'gladbach",1,1,"D",0,0,"D",0,12,12,0,0,0,0,2,9,18,22,0,0,1,0,0,0
"D1","10/08/03","Ein Frankfurt","Leverkusen",1,2,"A",1,0,"H",0,11,11,0,0,0,0,3,3,16,25,0,0,2,3,0,0
"D1","10/08/03","Stuttgart","Hertha",0,0,"D",0,0,"D",0,12,6,0,0,0,0,6,2,16,28,0,0,1,4,0,1
"D1","16/08/03","Bayern Munich","Bochum",2,0,"H",2,0,"H",0,8,17,0,0,0,0,3,5,25,16,0,0,2,1,0,0
"D1","16/08/03","Dortmund","Munich 1860",3,1,"H",0,0,"D",0,13,12,0,0,0,0,6,2,13,21,0,0,1,2,0,0
"D1","16/08/03","Hansa Rostock","Ein Frankfurt",3,0,"H",1,0,"H",0,19,13,0,0,0,0,6,3,34,21,0,0,9,3,0,0
"D1","16/08/03","Hertha","Freiburg",0,0,"D",0,0,"D",0,26,12,0,0,0,0,11,6,24,27,0,0,1,2,0,0
"D1","16/08/03","Kaiserslautern","Werder Bremen",0,1,"A",0,0,"D",0,15,19,0,0,0,0,8,7,22,25,0,0,2,2,0,0
"D1","16/08/03","Leverkusen","Hannover",4,0,"H",2,0,"H",0,12,16,0,0,0,0,3,10,20,22,0,0,1,5,0,0
"D1","16/08/03","M'gladbach","Stuttgart",0,1,"A",0,1,"A",0,14,5,0,0,0,0,1,0,20,25,0,0,2,5,0,0
"D1","17/08/03","Schalke 04","FC Koln",2,1,"H",1,0,"H",0,36,9,0,0,0,0,12,6,11,22,0,0,2,2,1,1
"D1","17/08/03","Wolfsburg","Hamburg",5,1,"H",0,0,"D",0,19,12,0,0,0,0,3,6,18,26,0,0,3,3,0,0
"D1","23/08/03","Bochum","Leverkusen",1,0,"H",0,0,"D",0,22,13,0,0,0,0,8,3,27,17,0,0,0,1,0,0
"D1","23/08/03","Ein Frankfurt","Hertha",0,0,"D",0,0,"D",0,8,18,0,0,0,0,6,5,18,32,0,0,1,5,0,0
"D1","23/08/03","FC Koln","Dortmund",1,0,"H",0,0,"D",0,17,16,0,0,0,0,11,7,17,18,0,0,2,1,0,0
"D1","23/08/03","Freiburg","M'gladbach",4,1,"H",3,0,"H",0,10,21,0,0,0,0,5,9,16,20,0,0,1,2,0,0
"D1","23/08/03","Munich 1860","Wolfsburg",1,0,"H",0,0,"D",0,25,9,0,0,0,0,5,3,30,21,0,0,2,2,1,1
"D1","23/08/03","Stuttgart","Kaiserslautern",2,0,"H",2,0,"H",0,15,2,0,0,0,0,5,3,19,34,0,0,0,2,0,0
"D1","23/08/03","Werder Bremen","Schalke 04",4,1,"H",3,0,"H",0,14,10,0,0,0,0,2,3,20,12,0,0,3,1,0,0
"D1","24/08/03","Hamburg","Bayern Munich",0,2,"A",0,1,"A",0,7,11,0,0,0,0,3,10,16,14,0,0,3,3,0,0
"D1","27/08/03","Hannover","Hansa Rostock",3,3,"D",1,1,"D",0,13,13,0,0,0,0,3,5,21,13,0,0,3,6,0,0
"D1","13/09/03","Dortmund","Werder Bremen",2,1,"H",1,1,"D",0,13,14,0,0,0,0,2,5,14,25,0,0,2,3,0,0
"D1","13/09/03","Hansa Rostock","Bochum",0,2,"A",0,0,"D",0,19,13,0,0,0,0,4,2,13,25,0,0,3,3,0,0
"D1","13/09/03","Hertha","Hannover",2,3,"A",2,1,"H",0,13,13,0,0,0,0,4,4,29,13,0,0,3,2,0,0
"D1","13/09/03","Leverkusen","Hamburg",1,0,"H",1,0,"H",0,18,7,0,0,0,0,5,8,18,34,0,0,2,1,0,0
"D1","13/09/03","Munich 1860","FC Koln",2,1,"H",1,0,"H",0,21,10,0,0,0,0,7,5,23,23,0,0,1,2,0,0
"D1","13/09/03","Schalke 04","Stuttgart",0,0,"D",0,0,"D",0,21,11,0,0,0,0,2,5,29,21,0,0,2,1,0,0
"D1","13/09/03","Wolfsburg","Bayern Munich",3,2,"H",1,0,"H",0,16,18,0,0,0,0,3,3,16,19,0,0,2,4,0,0
"D1","14/09/03","Kaiserslautern","Freiburg",2,2,"D",2,2,"D",0,19,15,0,0,0,0,4,5,25,22,0,0,3,2,0,0
"D1","14/09/03","M'gladbach","Ein Frankfurt",0,2,"A",0,1,"A",0,18,7,0,0,0,0,7,3,21,15,0,0,1,1,0,0
"D1","20/09/03","Bayern Munich","Leverkusen",3,3,"D",1,2,"A",0,18,13,0,0,0,0,6,2,16,23,0,0,3,4,1,0
"D1","20/09/03","Bochum","Hertha",2,2,"D",1,1,"D",0,15,19,0,0,0,0,7,3,19,16,0,0,1,0,0,0
"D1","20/09/03","FC Koln","Wolfsburg",2,3,"A",1,2,"A",0,21,17,0,0,0,0,6,5,14,24,0,0,3,4,0,0
"D1","20/09/03","Freiburg","Schalke 04",2,1,"H",2,1,"H",0,13,15,0,0,0,0,9,6,11,28,0,0,1,4,0,0
"D1","20/09/03","Hannover","M'gladbach",2,0,"H",1,0,"H",0,17,9,0,0,0,0,12,3,10,17,0,0,2,2,0,0
"D1","20/09/03","Stuttgart","Dortmund",1,0,"H",0,0,"D",0,15,4,0,0,0,0,6,1,13,15,0,0,3,2,0,0
"D1","20/09/03","Werder Bremen","Munich 1860",2,1,"H",0,0,"D",0,12,10,0,0,0,0,1,2,26,17,0,0,3,1,0,0
"D1","21/09/03","Ein Frankfurt","Kaiserslautern",1,3,"A",0,1,"A",0,15,21,0,0,0,0,6,6,19,25,0,0,3,2,1,0
"D1","21/09/03","Hamburg","Hansa Rostock",2,1,"H",0,1,"A",0,20,6,0,0,0,0,10,5,23,30,0,0,2,3,0,0
"D1","27/09/03","Dortmund","Freiburg",1,0,"H",0,0,"D",0,16,12,0,0,0,0,5,7,14,14,0,0,0,2,0,0
"D1","27/09/03","FC Koln","Werder Bremen",1,4,"A",0,2,"A",0,6,27,0,0,0,0,1,8,16,17,0,0,3,2,0,0
"D1","27/09/03","Hansa Rostock","Bayern Munich",1,2,"A",0,1,"A",0,17,12,0,0,0,0,9,4,15,15,0,0,3,2,0,0
"D1","27/09/03","Kaiserslautern","Hannover",1,0,"H",0,0,"D",0,22,13,0,0,0,0,12,7,27,26,0,0,3,4,0,0
"D1","27/09/03","M'gladbach","Bochum",2,2,"D",1,0,"H",0,10,11,0,0,0,0,3,3,22,21,0,0,2,1,0,0
"D1","27/09/03","Munich 1860","Stuttgart",0,3,"A",0,2,"A",0,14,11,0,0,0,0,7,1,23,28,0,0,1,2,0,0
"D1","27/09/03","Wolfsburg","Leverkusen",0,1,"A",0,0,"D",0,16,22,0,0,0,0,10,4,22,20,0,0,4,3,0,0
"D1","28/09/03","Hertha","Hamburg",1,1,"D",1,0,"H",0,10,19,0,0,0,0,10,3,37,27,0,0,4,3,0,0
"D1","28/09/03","Schalke 04","Ein Frankfurt",1,1,"D",1,1,"D",0,25,5,0,0,0,0,9,2,22,14,0,0,3,1,0,0
"D1","04/10/03","Bayern Munich","Hertha",4,1,"H",2,0,"H",0,13,12,0,0,0,0,1,6,20,19,0,0,2,2,0,0
"D1","04/10/03","Bochum","Kaiserslautern",4,0,"H",0,0,"D",0,24,11,0,0,0,0,6,2,12,19,0,0,0,4,0,0
"D1","04/10/03","Ein Frankfurt","Dortmund",0,1,"A",0,1,"A",0,9,8,0,0,0,0,2,2,24,18,0,0,2,2,0,0
"D1","04/10/03","Freiburg","Munich 1860",1,0,"H",0,0,"D",0,14,8,0,0,0,0,9,4,21,27,0,0,2,4,0,0
"D1","04/10/03","Hamburg","M'gladbach",2,1,"H",0,1,"A",0,15,9,0,0,0,0,6,6,27,27,0,0,3,2,0,0
"D1","04/10/03","Hannover","Schalke 04",1,2,"A",1,2,"A",0,15,12,0,0,0,0,4,4,19,19,0,0,3,2,1,0
"D1","04/10/03","Stuttgart","FC Koln",0,0,"D",0,0,"D",0,20,5,0,0,0,0,9,1,9,14,0,0,1,0,0,0
"D1","05/10/03","Leverkusen","Hansa Rostock",3,0,"H",0,0,"D",0,28,5,0,0,0,0,9,4,15,25,0,0,4,4,0,0
"D1","05/10/03","Werder Bremen","Wolfsburg",5,3,"H",3,1,"H",0,12,11,0,0,0,0,2,4,23,17,0,0,1,3,0,0
"D1","18/10/03","Dortmund","Hannover",6,2,"H",2,0,"H",0,13,12,0,0,0,0,4,8,17,18,0,0,1,2,0,0
"D1","18/10/03","FC Koln","Freiburg",1,0,"H",0,0,"D",0,12,5,0,0,0,0,6,5,25,16,0,0,1,2,0,0
"D1","18/10/03","Hertha","Leverkusen",1,4,"A",0,1,"A",0,11,15,0,0,0,0,4,4,20,21,0,0,4,1,1,1
"D1","18/10/03","M'gladbach","Bayern Munich",0,0,"D",0,0,"D",0,17,16,0,0,0,0,10,6,18,23,0,0,1,1,0,0
"D1","18/10/03","Munich 1860","Ein Frankfurt",1,0,"H",0,0,"D",0,17,5,0,0,0,0,9,1,22,19,0,0,4,2,0,0
"D1","18/10/03","Werder Bremen","Stuttgart",1,3,"A",0,2,"A",0,19,10,0,0,0,0,7,2,23,25,0,0,4,4,0,0
"D1","18/10/03","Wolfsburg","Hansa Rostock",3,1,"H",2,1,"H",0,22,19,0,0,0,0,4,3,9,23,0,0,2,3,0,0
"D1","19/10/03","Kaiserslautern","Hamburg",4,0,"H",1,0,"H",0,18,6,0,0,0,0,4,4,27,31,0,0,3,2,0,0
"D1","19/10/03","Schalke 04","Bochum",0,2,"A",0,0,"D",0,17,7,0,0,0,0,7,1,15,27,0,0,3,2,0,0
"D1","25/10/03","Bayern Munich","Kaiserslautern",4,1,"H",2,0,"H",0,16,23,0,0,0,0,5,5,15,18,0,0,1,1,0,0
"D1","25/10/03","Ein Frankfurt","FC Koln",2,0,"H",0,0,"D",0,12,18,0,0,0,0,4,3,15,20,0,0,1,1,0,0
"D1","25/10/03","Freiburg","Werder Bremen",2,4,"A",0,3,"A",0,16,19,0,0,0,0,13,4,11,17,0,0,1,0,0,0
"D1","25/10/03","Hamburg","Schalke 04",2,2,"D",1,0,"H",0,18,14,0,0,0,0,5,3,22,26,0,0,4,1,0,0
"D1","25/10/03","Hannover","Munich 1860",1,1,"D",1,1,"D",0,8,16,0,0,0,0,3,5,23,18,0,0,2,2,1,1
"D1","25/10/03","Hansa Rostock","Hertha",0,1,"A",0,1,"A",0,13,11,0,0,0,0,4,5,23,29,0,0,1,3,0,0
"D1","25/10/03","Stuttgart","Wolfsburg",1,0,"H",0,0,"D",0,17,12,0,0,0,0,4,4,20,18,0,0,3,2,0,0
"D1","26/10/03","Bochum","Dortmund",3,0,"H",1,0,"H",0,13,16,0,0,0,0,7,3,15,12,0,0,4,2,0,1
"D1","26/10/03","Leverkusen","M'gladbach",1,0,"H",0,0,"D",0,12,11,0,0,0,0,3,7,23,16,0,0,2,2,0,0
"D1","01/11/03","FC Koln","Hannover",1,2,"A",1,1,"D",0,28,18,0,0,0,0,8,3,17,20,0,0,1,1,0,0
"D1","01/11/03","M'gladbach","Hansa Rostock",1,1,"D",1,1,"D",0,25,6,0,0,0,0,7,4,22,20,0,0,0,1,0,0
"D1","01/11/03","Munich 1860","Bochum",3,1,"H",0,1,"A",0,19,7,0,0,0,0,9,1,21,26,0,0,1,1,0,0
"D1","01/11/03","Schalke 04","Bayern Munich",2,0,"H",1,0,"H",0,16,8,0,0,0,0,4,7,32,17,0,0,3,3,0,1
"D1","01/11/03","Stuttgart","Freiburg",4,1,"H",1,1,"D",0,19,9,0,0,0,0,5,2,25,20,0,0,4,2,0,0
"D1","01/11/03","Werder Bremen","Ein Frankfurt",3,1,"H",2,0,"H",0,20,9,0,0,0,0,8,2,12,11,0,0,1,1,0,0
"D1","01/11/03","Wolfsburg","Hertha",3,0,"H",1,0,"H",0,15,13,0,0,0,0,4,5,22,19,0,0,3,3,0,0
"D1","02/11/03","Dortmund","Hamburg",3,2,"H",0,1,"A",0,13,7,0,0,0,0,6,5,19,23,0,0,2,5,0,0
"D1","02/11/03","Kaiserslautern","Leverkusen",0,0,"D",0,0,"D",0,14,9,0,0,0,0,11,2,27,18,0,0,1,3,0,0
"D1","08/11/03","Bochum","FC Koln",4,0,"H",3,0,"H",0,17,11,0,0,0,0,7,3,15,28,0,0,0,3,0,0
"D1","08/11/03","Ein Frankfurt","Stuttgart",0,2,"A",0,1,"A",0,17,6,0,0,0,0,6,2,14,19,0,0,3,1,1,1
"D1","08/11/03","Freiburg","Wolfsburg",3,2,"H",2,0,"H",0,15,15,0,0,0,0,6,9,22,25,0,0,1,2,0,0
"D1","08/11/03","Hamburg","Munich 1860",3,1,"H",0,0,"D",0,15,13,0,0,0,0,5,1,22,21,0,0,3,4,0,0
"D1","08/11/03","Hannover","Werder Bremen",1,5,"A",0,3,"A",0,16,17,0,0,0,0,10,8,14,18,0,0,1,1,0,0
"D1","08/11/03","Hansa Rostock","Kaiserslautern",4,0,"H",3,0,"H",0,12,14,0,0,0,0,1,2,26,18,0,0,3,4,0,0
"D1","08/11/03","Hertha","M'gladbach",2,1,"H",1,1,"D",0,14,11,0,0,0,0,11,5,25,16,0,0,1,3,1,1
"D1","09/11/03","Bayern Munich","Dortmund",4,1,"H",1,0,"H",0,33,9,0,0,0,0,15,3,18,13,0,0,1,4,0,0
"D1","09/11/03","Leverkusen","Schalke 04",3,1,"H",2,1,"H",0,13,8,0,0,0,0,3,5,19,21,0,0,1,4,0,1
"D1","22/11/03","Dortmund","Leverkusen",2,2,"D",2,1,"H",0,11,29,0,0,0,0,1,8,21,18,0,0,3,4,0,0
"D1","22/11/03","FC Koln","Hamburg",0,1,"A",0,1,"A",0,18,8,0,0,0,0,8,3,19,16,0,0,2,2,0,0
"D1","22/11/03","Munich 1860","Bayern Munich",0,1,"A",0,1,"A",0,15,6,0,0,0,0,5,0,20,20,0,0,3,2,0,1
"D1","22/11/03","Schalke 04","Hansa Rostock",0,1,"A",0,0,"D",0,23,12,0,0,0,0,12,3,22,22,0,0,3,3,0,0
"D1","22/11/03","Stuttgart","Hannover",3,1,"H",1,0,"H",0,8,12,0,0,0,0,4,2,16,24,0,0,1,2,0,0
"D1","22/11/03","Werder Bremen","Bochum",3,1,"H",2,0,"H",0,23,15,0,0,0,0,2,6,18,19,0,0,1,1,0,0
